ad;year;month;atfm_arrivals;total_delay;atc_delay;atc_other_delay;weather_delay;other_delay;last_entry;last_update
LZIB;2008;5;1249;0;0;0;0;0;;
EBBR;2008;6;11327;6703;1215;0;5488;0;6-25-2008;9-5-12 20:03
EDDB;2008;6;2769;89;0;0;0;89;6-1-2008;9-5-12 19:47
EDDF;2008;6;20978;52315;6437;0;45878;0;6-28-2008;9-5-12 20:06
EDDH;2008;6;7323;25660;18704;532;6424;0;6-27-2008;9-5-12 20:05
EDDK;2008;6;6726;0;0;0;0;0;;
EDDL;2008;6;10355;18307;5850;0;5623;6834;6-30-2008;9-5-12 20:07
EDDM;2008;6;19201;57763;2034;0;55729;0;6-30-2008;9-5-12 20:07
EDDN;2008;6;2878;0;0;0;0;0;;
EDDP;2008;6;2754;0;0;0;0;0;;
EDDS;2008;6;6798;1066;138;0;928;0;6-25-2008;9-5-12 20:03
EDDV;2008;6;3605;0;0;0;0;0;;
EETN;2008;6;1751;0;0;0;0;0;;
EFHK;2008;6;7825;2709;1672;93;944;0;6-28-2008;9-5-12 20:06
EGBB;2008;6;5018;0;0;0;0;0;;
EGCC;2008;6;9492;0;0;0;0;0;6-30-2008;9-5-12 20:07
EGGD;2008;6;3073;0;0;0;0;0;;
EGGW;2008;6;5461;2713;2146;0;567;0;6-29-2008;9-5-12 20:06
EGKK;2008;6;12245;465;245;0;220;0;6-16-2008;9-5-12 19:58
EGLC;2008;6;4300;32407;21786;0;3588;7033;6-30-2008;9-5-12 20:07
EGLL;2008;6;20291;73033;34683;0;36170;2180;6-30-2008;9-5-12 20:07
EGNT;2008;6;2834;0;0;0;0;0;;
EGPD;2008;6;3077;0;0;0;0;0;;
EGPF;2008;6;4459;0;0;0;0;0;;
EGPH;2008;6;5479;1230;0;0;794;436;6-18-2008;9-5-12 19:59
EGSS;2008;6;8761;467;0;0;467;0;6-3-2008;9-5-12 19:49
EHAM;2008;6;19817;38104;2814;29712;5578;0;6-30-2008;9-5-12 20:07
EIDW;2008;6;9329;51757;8437;43018;89;213;6-30-2008;9-5-12 20:07
EKCH;2008;6;12022;8733;5447;0;3286;0;6-30-2008;9-5-12 20:07
ELLX;2008;6;2788;147;147;0;0;0;6-28-2008;9-5-12 20:06
ENBR;2008;6;4239;0;0;0;0;0;;
ENGM;2008;6;10871;1982;0;0;1982;0;6-23-2008;9-5-12 20:02
ENVA;2008;6;2376;0;0;0;0;0;;
ENZV;2008;6;3032;0;0;0;0;0;;
EPWA;2008;6;6802;3559;3559;0;0;0;6-27-2008;9-5-12 20:05
ESGG;2008;6;2991;0;0;0;0;0;;
ESSA;2008;6;9873;518;511;0;7;0;6-13-2008;9-5-12 19:56
EVRA;2008;6;2273;0;0;0;0;0;;
EYVI;2008;6;1691;0;0;0;0;0;;
GCLP;2008;6;4374;2142;1932;0;0;210;6-25-2008;9-5-12 20:03
GCTS;2008;6;2024;0;0;0;0;0;;
GCXO;2008;6;2660;0;0;0;0;0;;
LBSF;2008;6;2129;0;0;0;0;0;;
LCLK;2008;6;2529;2595;2595;0;0;0;6-30-2008;9-5-12 20:07
LDZA;2008;6;1833;0;0;0;0;0;;
LEAL;2008;6;3783;1242;994;0;248;0;6-21-2008;9-5-12 20:01
LEBB;2008;6;2409;0;0;0;0;0;;
LEBL;2008;6;14394;12782;1256;7929;781;2816;6-30-2008;9-5-12 20:07
LEIB;2008;6;3445;8225;8225;0;0;0;6-29-2008;9-5-12 20:06
LEMD;2008;6;20456;31246;26258;527;3364;1097;6-30-2008;9-5-12 20:07
LEMG;2008;6;5613;431;0;0;0;431;6-28-2008;9-5-12 20:06
LEPA;2008;6;10616;14148;9562;0;4586;0;6-29-2008;9-5-12 20:06
LEVC;2008;6;3802;124;124;0;0;0;6-12-2008;9-5-12 19:55
LEZL;2008;6;2435;0;0;0;0;0;;
LFLL;2008;6;5752;12071;3907;5070;2837;257;6-26-2008;9-5-12 20:04
LFMN;2008;6;6865;1103;711;0;0;392;6-27-2008;9-5-12 20:05
LFPG;2008;6;24315;13012;11016;0;1996;0;6-30-2008;9-5-12 20:07
LFPO;2008;6;10089;11184;1154;8396;1452;182;6-30-2008;9-5-12 20:07
LFSB;2008;6;3638;2265;0;0;153;2112;6-25-2008;9-5-12 20:03
LGAV;2008;6;8915;6733;6733;0;0;0;6-28-2008;9-5-12 20:06
LHBP;2008;6;5225;0;0;0;0;0;;
LICC;2008;6;2764;232;232;0;0;0;6-20-2008;9-5-12 20:00
LIMC;2008;6;9068;187;0;0;187;0;6-29-2008;9-5-12 20:06
LIME;2008;6;2875;1886;334;0;1552;0;6-30-2008;9-5-12 20:07
LIML;2008;6;5845;2150;0;0;2150;0;6-29-2008;9-5-12 20:06
LIPE;2008;6;2891;0;0;0;0;0;;
LIPZ;2008;6;3717;50748;0;0;0;50748;6-30-2008;9-5-12 20:07
LIRF;2008;6;15814;25381;16710;0;8671;0;6-30-2008;9-5-12 20:07
LIRN;2008;6;3307;0;0;0;0;0;;
LJLJ;2008;6;2012;1218;0;0;0;1218;6-10-2008;9-5-12 19:54
LKPR;2008;6;8199;5694;1199;0;4495;0;6-30-2008;9-5-12 20:07
LMML;2008;6;1460;0;0;0;0;0;;
LOWW;2008;6;13525;56528;28709;0;23884;3935;6-30-2008;9-5-12 20:07
LPPR;2008;6;2538;4559;629;479;3451;0;6-30-2008;9-5-12 20:07
LPPT;2008;6;6324;2104;2104;0;0;0;6-30-2008;9-5-12 20:07
LROP;2008;6;3115;0;0;0;0;0;;
LSGG;2008;6;7676;15535;11299;844;3392;0;6-30-2008;9-5-12 20:07
LSZH;2008;6;11649;28845;13991;1939;8659;4256;6-30-2008;9-5-12 20:07
LZIB;2008;6;1704;0;0;0;0;0;;
EBBR;2008;7;11256;3869;203;0;3666;0;7-28-2008;9-5-12 20:29
EDDB;2008;7;2846;0;0;0;0;0;;
EDDF;2008;7;21334;31102;3786;499;26817;0;7-31-2008;9-5-12 20:31
EDDH;2008;7;7263;1941;1941;0;0;0;7-31-2008;9-5-12 20:31
EDDK;2008;7;6688;4400;0;0;4400;0;7-2-2008;9-5-12 20:11
EDDL;2008;7;10187;9165;3257;0;5908;0;7-31-2008;9-5-12 20:31
EDDM;2008;7;18865;30845;0;0;30845;0;7-30-2008;9-5-12 20:30
EDDN;2008;7;2779;0;0;0;0;0;7-14-2008;9-5-12 20:20
EDDP;2008;7;2804;0;0;0;0;0;;
EDDS;2008;7;6735;68;0;0;68;0;7-2-2008;9-5-12 20:10
EDDV;2008;7;3707;0;0;0;0;0;;
EETN;2008;7;1675;0;0;0;0;0;;
EFHK;2008;7;6480;1060;865;195;0;0;7-26-2008;9-5-12 20:27
EGBB;2008;7;5215;0;0;0;0;0;;
EGCC;2008;7;9659;6335;4206;418;0;1711;7-15-2008;9-5-12 20:20
EGGD;2008;7;3137;116;0;116;0;0;7-7-2008;9-5-12 20:15
EGGW;2008;7;5573;243;243;0;0;0;7-15-2008;9-5-12 20:20
EGKK;2008;7;13077;1140;445;0;695;0;7-9-2008;9-5-12 20:16
EGLC;2008;7;4248;24562;18228;0;4870;1464;7-31-2008;9-5-12 20:31
EGLL;2008;7;20975;58566;20171;0;37516;879;7-31-2008;9-5-12 20:31
EGNT;2008;7;2862;287;0;0;0;287;7-27-2008;9-5-12 20:28
EGPD;2008;7;3072;0;0;0;0;0;;
EGPF;2008;7;4725;38;0;38;0;0;7-29-2008;9-5-12 20:29
EGPH;2008;7;5735;5239;0;0;4653;586;7-29-2008;9-5-12 20:29
EGSS;2008;7;9075;344;218;0;126;0;7-29-2008;9-5-12 20:29
EHAM;2008;7;20416;31758;4204;15897;11657;0;7-31-2008;9-5-12 20:31
EIDW;2008;7;9542;93530;3124;85424;635;4347;7-30-2008;9-5-12 20:30
EKCH;2008;7;11419;0;0;0;0;0;;
ELLX;2008;7;2653;0;0;0;0;0;;
ENBR;2008;7;3567;0;0;0;0;0;;
ENGM;2008;7;9318;64;0;0;64;0;7-31-2008;9-5-12 20:31
ENVA;2008;7;1870;0;0;0;0;0;;
ENZV;2008;7;2454;229;229;0;0;0;7-8-2008;9-5-12 20:15
EPWA;2008;7;6902;6704;3338;0;0;3366;7-31-2008;9-5-12 20:31
ESGG;2008;7;2395;425;0;0;0;425;7-10-2008;9-5-12 20:17
ESSA;2008;7;7724;0;0;0;0;0;;
EVRA;2008;7;2366;0;0;0;0;0;;
EYVI;2008;7;1767;0;0;0;0;0;;
GCLP;2008;7;4668;0;0;0;0;0;;
GCTS;2008;7;2243;0;0;0;0;0;;
GCXO;2008;7;2877;0;0;0;0;0;;
LBSF;2008;7;2215;631;0;0;0;631;7-3-2008;9-5-12 20:11
LCLK;2008;7;2765;3789;3789;0;0;0;7-30-2008;9-5-12 20:30
LDZA;2008;7;1957;0;0;0;0;0;;
LEAL;2008;7;4077;0;0;0;0;0;;
LEBB;2008;7;2409;0;0;0;0;0;;
LEBL;2008;7;14854;3746;404;3078;264;0;7-27-2008;9-5-12 20:28
LEIB;2008;7;4212;28696;28696;0;0;0;7-30-2008;9-5-12 20:30
LEMD;2008;7;20786;17870;14542;337;1076;1915;7-29-2008;9-5-12 20:29
LEMG;2008;7;6213;0;0;0;0;0;;
LEPA;2008;7;11795;21140;16563;0;649;3928;7-31-2008;9-5-12 20:31
LEVC;2008;7;3892;0;0;0;0;0;;
LEZL;2008;7;2289;0;0;0;0;0;;
LFLL;2008;7;5756;6431;0;2911;3520;0;7-30-2008;9-5-12 20:30
LFMN;2008;7;8047;7765;7591;0;174;0;7-31-2008;9-5-12 20:31
LFPG;2008;7;25261;19500;7817;0;7372;4311;7-31-2008;9-5-12 20:31
LFPO;2008;7;10637;8344;4186;0;1955;2203;7-31-2008;9-5-12 20:31
LFSB;2008;7;2965;0;0;0;0;0;;
LGAV;2008;7;9511;11702;11702;0;0;0;7-31-2008;9-5-12 20:31
LHBP;2008;7;5488;0;0;0;0;0;;
LICC;2008;7;2968;13;13;0;0;0;7-28-2008;9-5-12 20:29
LIMC;2008;7;9598;590;0;0;590;0;7-13-2008;9-5-12 20:19
LIME;2008;7;2930;873;591;0;282;0;7-30-2008;9-5-12 20:30
LIML;2008;7;5968;373;0;0;373;0;7-13-2008;9-5-12 20:19
LIPE;2008;7;2948;0;0;0;0;0;;
LIPZ;2008;7;3906;25192;9730;0;0;15462;7-31-2008;9-5-12 20:31
LIRF;2008;7;16463;27182;18151;0;9031;0;7-31-2008;9-5-12 20:31
LIRN;2008;7;3612;0;0;0;0;0;;
LJLJ;2008;7;2102;0;0;0;0;0;;
LKPR;2008;7;8299;667;73;0;594;0;7-25-2008;9-5-12 20:26
LMML;2008;7;1639;0;0;0;0;0;;
LOWW;2008;7;12952;48217;36359;2785;9073;0;7-31-2008;9-5-12 20:31
LPPR;2008;7;2650;2678;1611;0;1067;0;7-26-2008;9-5-12 20:27
LPPT;2008;7;6758;3187;3187;0;0;0;7-31-2008;9-5-12 20:31
LROP;2008;7;3268;0;0;0;0;0;;
LSGG;2008;7;7678;20474;13819;0;6655;0;7-31-2008;9-5-12 20:31
LSZH;2008;7;11678;18761;12556;1053;5152;0;7-31-2008;9-5-12 20:31
LZIB;2008;7;1633;0;0;0;0;0;;
EBBR;2008;8;10168;59212;4212;0;2083;52917;8-30-2008;9-5-12 20:50
EDDB;2008;8;2821;0;0;0;0;0;;
EDDF;2008;8;20846;18024;4931;0;13093;0;8-30-2008;9-5-12 20:50
EDDH;2008;8;6850;507;507;0;0;0;8-31-2008;9-5-12 20:51
EDDK;2008;8;6314;839;0;0;839;0;8-22-2008;9-5-12 20:45
EDDL;2008;8;9984;7883;3244;338;4301;0;8-31-2008;9-5-12 20:51
EDDM;2008;8;17996;11245;243;0;10910;92;8-23-2008;9-5-12 20:46
EDDN;2008;8;2830;0;0;0;0;0;;
EDDP;2008;8;2648;0;0;0;0;0;;
EDDS;2008;8;6160;115;0;0;115;0;8-16-2008;9-5-12 20:42
EDDV;2008;8;3435;0;0;0;0;0;;
EETN;2008;8;1683;0;0;0;0;0;;
EFHK;2008;8;7567;1383;1331;0;52;0;8-24-2008;9-5-12 20:47
EGBB;2008;8;5128;0;0;0;0;0;;
EGCC;2008;8;9574;396;157;0;0;239;8-8-2008;9-5-12 20:37
EGGD;2008;8;3191;1612;0;0;0;1612;8-27-2008;9-5-12 20:48
EGGW;2008;8;5256;0;0;0;0;0;8-7-2008;9-5-12 20:37
EGKK;2008;8;13216;1222;144;0;1078;0;8-31-2008;9-5-12 20:51
EGLC;2008;8;3638;6349;5472;0;370;507;8-31-2008;9-5-12 20:51
EGLL;2008;8;20706;71365;12982;3666;54648;69;8-31-2008;9-5-12 20:51
EGNT;2008;8;2870;1035;0;0;0;1035;8-5-2008;9-5-12 20:36
EGPD;2008;8;2952;0;0;0;0;0;;
EGPF;2008;8;4334;0;0;0;0;0;;
EGPH;2008;8;5481;221;0;0;221;0;8-1-2008;9-5-12 20:32
EGSS;2008;8;8939;722;0;0;722;0;8-30-2008;9-5-12 20:50
EHAM;2008;8;20009;36837;3379;12106;21352;0;8-31-2008;9-5-12 20:51
EIDW;2008;8;9574;5033;4513;388;132;0;8-30-2008;9-5-12 20:50
EKCH;2008;8;11728;2706;113;0;2593;0;8-22-2008;9-5-12 20:45
ELLX;2008;8;2494;0;0;0;0;0;;
ENBR;2008;8;4052;87;0;87;0;0;8-10-2008;9-5-12 20:39
ENGM;2008;8;10349;909;460;0;449;0;8-21-2008;9-5-12 20:45
ENVA;2008;8;2181;0;0;0;0;0;;
ENZV;2008;8;2829;0;0;0;0;0;;
EPWA;2008;8;6744;13665;2027;0;0;11638;8-20-2008;9-5-12 20:44
ESGG;2008;8;2716;15;0;15;0;0;8-21-2008;9-5-12 20:45
ESSA;2008;8;9041;0;0;0;0;0;;
EVRA;2008;8;2378;0;0;0;0;0;;
EYVI;2008;8;1721;0;0;0;0;0;;
GCLP;2008;8;4849;0;0;0;0;0;;
GCTS;2008;8;2536;0;0;0;0;0;;
GCXO;2008;8;2962;0;0;0;0;0;;
LBSF;2008;8;2226;0;0;0;0;0;;
LCLK;2008;8;2874;3589;3589;0;0;0;8-31-2008;9-5-12 20:51
LDZA;2008;8;1853;0;0;0;0;0;;
LEAL;2008;8;4170;0;0;0;0;0;;
LEBB;2008;8;2125;0;0;0;0;0;;
LEBL;2008;8;13948;2542;78;1815;649;0;8-22-2008;9-5-12 20:45
LEIB;2008;8;4920;16366;16366;0;0;0;8-31-2008;9-5-12 20:51
LEMD;2008;8;19151;15658;8383;115;0;7160;8-30-2008;9-5-12 20:50
LEMG;2008;8;6516;218;218;0;0;0;8-10-2008;9-5-12 20:39
LEPA;2008;8;12439;26075;25494;0;581;0;8-31-2008;9-5-12 20:51
LEVC;2008;8;3695;0;0;0;0;0;;
LEZL;2008;8;2096;0;0;0;0;0;;
LFLL;2008;8;5256;947;0;0;947;0;8-2-2008;9-5-12 20:33
LFMN;2008;8;8246;20198;19918;0;280;0;8-31-2008;9-5-12 20:51
LFPG;2008;8;24878;11011;5450;0;5561;0;8-31-2008;9-5-12 20:51
LFPO;2008;8;9594;3712;2451;0;1235;26;8-31-2008;9-5-12 20:51
LFSB;2008;8;2688;0;0;0;0;0;;
LGAV;2008;8;9710;10527;10527;0;0;0;8-30-2008;9-5-12 20:50
LHBP;2008;8;5558;0;0;0;0;0;;
LICC;2008;8;3069;65;65;0;0;0;8-25-2008;9-5-12 20:47
LIMC;2008;8;9738;8;0;0;8;0;8-15-2008;9-5-12 20:42
LIME;2008;8;2881;0;0;0;0;0;;
LIML;2008;8;4439;0;0;0;0;0;;
LIPE;2008;8;2845;0;0;0;0;0;;
LIPZ;2008;8;3774;2779;2779;0;0;0;8-10-2008;9-5-12 20:39
LIRF;2008;8;15839;19797;11521;0;8276;0;8-31-2008;9-5-12 20:51
LIRN;2008;8;3596;0;0;0;0;0;;
LJLJ;2008;8;1989;29;0;29;0;0;8-11-2008;9-5-12 20:39
LKPR;2008;8;8223;465;309;0;156;0;8-25-2008;9-5-12 20:47
LMML;2008;8;1624;0;0;0;0;0;;
LOWW;2008;8;12494;37834;33021;244;4312;257;8-31-2008;9-5-12 20:51
LPPR;2008;8;2710;6544;426;0;6118;0;8-30-2008;9-5-12 20:50
LPPT;2008;8;6787;3881;3881;0;0;0;8-31-2008;9-5-12 20:51
LROP;2008;8;3224;0;0;0;0;0;;
LSGG;2008;8;7260;16890;14378;0;1480;1032;8-31-2008;9-5-12 20:51
LSZH;2008;8;11605;18984;13127;931;4926;0;8-31-2008;9-5-12 20:51
LZIB;2008;8;1613;0;0;0;0;0;;
EBBR;2008;9;11278;32827;2349;0;8491;21987;9-29-2008;9-5-12 21:10
EDDB;2008;9;2801;0;0;0;0;0;;
EDDF;2008;9;21047;58660;12415;0;46245;0;9-30-2008;9-5-12 21:10
EDDH;2008;9;7371;1912;1010;0;902;0;9-26-2008;9-5-12 21:08
EDDK;2008;9;6632;53;53;0;0;0;9-16-2008;9-5-12 21:02
EDDL;2008;9;10382;24202;17942;0;2112;4148;9-29-2008;9-5-12 21:10
EDDM;2008;9;19344;18004;3547;0;14457;0;9-29-2008;9-5-12 21:10
EDDN;2008;9;2944;0;0;0;0;0;;
EDDP;2008;9;2826;0;0;0;0;0;;
EDDS;2008;9;6876;5119;846;0;4273;0;9-26-2008;9-5-12 21:08
EDDV;2008;9;3745;0;0;0;0;0;;
EETN;2008;9;1715;0;0;0;0;0;;
EFHK;2008;9;8233;794;794;0;0;0;9-27-2008;9-5-12 21:09
EGBB;2008;9;5172;410;410;0;0;0;9-22-2008;9-5-12 21:06
EGCC;2008;9;9433;3219;350;0;0;2869;9-19-2008;9-5-12 21:04
EGGD;2008;9;2980;0;0;0;0;0;;
EGGW;2008;9;5226;48;0;0;48;0;9-27-2008;9-5-12 21:09
EGKK;2008;9;12198;4657;0;0;3992;665;9-28-2008;9-5-12 21:09
EGLC;2008;9;4238;21183;16450;0;4733;0;9-30-2008;9-5-12 21:10
EGLL;2008;9;20126;68093;15467;0;52626;0;9-30-2008;9-5-12 21:10
EGNT;2008;9;2828;0;0;0;0;0;;
EGPD;2008;9;3045;0;0;0;0;0;;
EGPF;2008;9;4289;220;200;20;0;0;9-20-2008;9-5-12 21:04
EGPH;2008;9;5456;86;77;0;9;0;9-8-2008;9-5-12 20:57
EGSS;2008;9;8645;157;0;0;157;0;9-27-2008;9-5-12 21:09
EHAM;2008;9;19333;11100;7606;0;3494;0;9-30-2008;9-5-12 21:10
EIDW;2008;9;9093;6500;4938;0;792;770;9-26-2008;9-5-12 21:08
EKCH;2008;9;11581;1912;668;0;1244;0;9-30-2008;9-5-12 21:10
ELLX;2008;9;2666;0;0;0;0;0;;
ENBR;2008;9;4210;0;0;0;0;0;;
ENGM;2008;9;10801;5439;0;1774;1847;1818;9-29-2008;9-5-12 21:10
ENVA;2008;9;2348;0;0;0;0;0;;
ENZV;2008;9;3142;0;0;0;0;0;;
EPWA;2008;9;6706;387;237;0;0;150;9-24-2008;9-5-12 21:07
ESGG;2008;9;3062;0;0;0;0;0;;
ESSA;2008;9;10277;1315;0;0;1315;0;9-24-2008;9-5-12 21:07
EVRA;2008;9;2368;0;0;0;0;0;;
EYVI;2008;9;1659;0;0;0;0;0;;
GCLP;2008;9;4285;0;0;0;0;0;;
GCTS;2008;9;2016;0;0;0;0;0;;
GCXO;2008;9;2686;0;0;0;0;0;;
LBSF;2008;9;2304;0;0;0;0;0;;
LCLK;2008;9;2520;1906;1906;0;0;0;9-29-2008;9-5-12 21:10
LDZA;2008;9;1842;0;0;0;0;0;;
LEAL;2008;9;3739;0;0;0;0;0;;
LEBB;2008;9;2349;0;0;0;0;0;;
LEBL;2008;9;13851;7179;173;2795;3588;623;9-29-2008;9-5-12 21:10
LEIB;2008;9;3231;325;325;0;0;0;9-13-2008;9-5-12 21:00
LEMD;2008;9;19282;14878;13417;0;1461;0;9-30-2008;9-5-12 21:10
LEMG;2008;9;5354;254;254;0;0;0;9-6-2008;9-5-12 20:56
LEPA;2008;9;10346;9393;7282;0;2111;0;9-28-2008;9-5-12 21:09
LEVC;2008;9;3679;0;0;0;0;0;;
LEZL;2008;9;2185;103;0;0;0;103;9-4-2008;9-5-12 20:54
LFLL;2008;9;5713;3919;102;0;3817;0;9-26-2008;9-5-12 21:08
LFMN;2008;9;6728;3395;2220;0;1175;0;9-28-2008;9-5-12 21:09
LFPG;2008;9;23935;21778;8162;0;13616;0;9-30-2008;9-5-12 21:10
LFPO;2008;9;10026;2427;1716;0;690;21;9-30-2008;9-5-12 21:10
LFSB;2008;9;3010;0;0;0;0;0;;
LGAV;2008;9;8849;7813;7813;0;0;0;9-30-2008;9-5-12 21:10
LHBP;2008;9;5337;0;0;0;0;0;;
LICC;2008;9;2745;111;0;111;0;0;9-18-2008;9-5-12 21:03
LIMC;2008;9;9169;806;0;0;806;0;9-6-2008;9-5-12 20:56
LIME;2008;9;2660;493;482;0;11;0;9-12-2008;9-5-12 20:59
LIML;2008;9;5812;223;0;0;223;0;9-7-2008;9-5-12 20:56
LIPE;2008;9;2797;0;0;0;0;0;;
LIPZ;2008;9;3688;16390;16390;0;0;0;9-30-2008;9-5-12 21:10
LIRF;2008;9;15640;24137;14029;0;10108;0;9-30-2008;9-5-12 21:10
LIRN;2008;9;3150;0;0;0;0;0;;
LJLJ;2008;9;1885;522;0;522;0;0;9-18-2008;9-5-12 21:03
LKPR;2008;9;8100;1229;1198;0;31;0;9-27-2008;9-5-12 21:09
LMML;2008;9;1497;0;0;0;0;0;;
LOWW;2008;9;12547;54547;45855;6401;2291;0;9-30-2008;9-5-12 21:10
LPPR;2008;9;2486;2403;234;310;1859;0;9-30-2008;9-5-12 21:10
LPPT;2008;9;6228;5945;4234;0;1711;0;9-30-2008;9-5-12 21:10
LROP;2008;9;3276;0;0;0;0;0;;
LSGG;2008;9;7326;20659;17591;509;2400;159;9-30-2008;9-5-12 21:10
LSZH;2008;9;11286;32482;12306;1136;19040;0;9-30-2008;9-5-12 21:10
LZIB;2008;9;1551;0;0;0;0;0;;
EBBR;2008;10;10842;8379;1818;0;6561;0;10-31-2008;9-5-12 21:24
EDDB;2008;10;2971;0;0;0;0;0;;
EDDF;2008;10;21234;140257;8905;0;131352;0;10-31-2008;9-5-12 21:24
EDDH;2008;10;7475;1265;711;0;554;0;10-31-2008;9-5-12 21:24
EDDK;2008;10;6403;0;0;0;0;0;;
EDDL;2008;10;10241;5658;3206;220;1480;752;10-30-2008;9-5-12 21:24
EDDM;2008;10;19180;39130;5826;0;33304;0;10-31-2008;9-5-12 21:24
EDDN;2008;10;2811;0;0;0;0;0;;
EDDP;2008;10;2834;0;0;0;0;0;;
EDDS;2008;10;6684;3892;0;0;3892;0;10-30-2008;9-5-12 21:24
EDDV;2008;10;3662;0;0;0;0;0;;
EETN;2008;10;1709;0;0;0;0;0;;
EFHK;2008;10;8357;891;384;0;507;0;10-26-2008;9-5-12 21:23
EGBB;2008;10;4830;125;125;0;0;0;10-23-2008;9-5-12 21:22
EGCC;2008;10;8723;1493;1365;0;128;0;10-15-2008;9-5-12 21:19
EGGD;2008;10;2869;0;0;0;0;0;;
EGGW;2008;10;4941;174;0;0;161;13;10-12-2008;9-5-12 21:17
EGKK;2008;10;11186;2408;0;0;2408;0;10-12-2008;9-5-12 21:17
EGLC;2008;10;4291;15245;10741;0;3737;767;10-31-2008;9-5-12 21:24
EGLL;2008;10;20470;60815;16949;0;43841;25;10-31-2008;9-5-12 21:24
EGNT;2008;10;2720;0;0;0;0;0;;
EGPD;2008;10;3056;0;0;0;0;0;;
EGPF;2008;10;4387;0;0;0;0;0;;
EGPH;2008;10;5330;0;0;0;0;0;;
EGSS;2008;10;8320;110;0;0;104;6;10-12-2008;9-5-12 21:17
EHAM;2008;10;19572;24290;3953;0;20337;0;10-31-2008;9-5-12 21:24
EIDW;2008;10;8714;2099;342;0;1757;0;10-30-2008;9-5-12 21:24
EKCH;2008;10;11556;1372;0;0;1372;0;10-27-2008;9-5-12 21:23
ELLX;2008;10;2702;215;0;215;0;0;10-15-2008;9-5-12 21:19
ENBR;2008;10;4149;0;0;0;0;0;;
ENGM;2008;10;10765;10909;685;1241;8983;0;10-30-2008;9-5-12 21:24
ENVA;2008;10;2372;0;0;0;0;0;;
ENZV;2008;10;3153;428;428;0;0;0;10-7-2008;9-5-12 21:15
EPWA;2008;10;6327;1215;543;0;672;0;10-30-2008;9-5-12 21:24
ESGG;2008;10;2986;0;0;0;0;0;;
ESSA;2008;10;10335;1370;0;0;1370;0;10-29-2008;9-5-12 21:23
EVRA;2008;10;2441;0;0;0;0;0;;
EYVI;2008;10;1556;0;0;0;0;0;;
GCLP;2008;10;4642;0;0;0;0;0;;
GCTS;2008;10;2201;0;0;0;0;0;;
GCXO;2008;10;2583;0;0;0;0;0;;
LBSF;2008;10;2148;0;0;0;0;0;;
LCLK;2008;10;2404;1983;1983;0;0;0;10-27-2008;9-5-12 21:23
LDZA;2008;10;1809;0;0;0;0;0;;
LEAL;2008;10;3617;0;0;0;0;0;;
LEBB;2008;10;2371;0;0;0;0;0;;
LEBL;2008;10;13488;3285;190;321;2774;0;10-31-2008;9-5-12 21:24
LEIB;2008;10;1855;0;0;0;0;0;;
LEMD;2008;10;19420;17565;13138;0;3384;1043;10-31-2008;9-5-12 21:24
LEMG;2008;10;5039;0;0;0;0;0;;
LEPA;2008;10;8947;16493;15684;0;809;0;10-22-2008;9-5-12 21:21
LEVC;2008;10;3595;4757;4371;0;386;0;10-14-2008;9-5-12 21:18
LEZL;2008;10;2273;0;0;0;0;0;;
LFLL;2008;10;5722;3691;1626;2;2063;0;10-21-2008;9-5-12 21:21
LFMN;2008;10;5791;1791;1791;0;0;0;10-26-2008;9-5-12 21:23
LFPG;2008;10;23947;32189;8287;0;23902;0;10-31-2008;9-5-12 21:24
LFPO;2008;10;9941;10945;30;5341;5574;0;10-31-2008;9-5-12 21:24
LFSB;2008;10;2962;59;0;59;0;0;10-23-2008;9-5-12 21:22
LGAV;2008;10;8109;1674;1119;0;0;555;10-21-2008;9-5-12 21:21
LHBP;2008;10;5022;3941;366;0;370;3205;10-31-2008;9-5-12 21:24
LICC;2008;10;2436;0;0;0;0;0;;
LIMC;2008;10;8453;462;0;0;462;0;10-30-2008;9-5-12 21:24
LIME;2008;10;2486;479;0;0;479;0;10-30-2008;9-5-12 21:24
LIML;2008;10;5760;0;0;0;0;0;10-26-2008;9-5-12 21:23
LIPE;2008;10;2551;0;0;0;0;0;;
LIPZ;2008;10;3395;11900;10875;0;1025;0;10-30-2008;9-5-12 21:24
LIRF;2008;10;15093;27305;13484;0;13821;0;10-31-2008;9-5-12 21:24
LIRN;2008;10;2919;0;0;0;0;0;;
LJLJ;2008;10;1790;11;0;11;0;0;10-13-2008;9-5-12 21:18
LKPR;2008;10;7627;9800;2841;0;6959;0;10-30-2008;9-5-12 21:24
LMML;2008;10;1304;0;0;0;0;0;;
LOWW;2008;10;12344;59558;31763;0;27795;0;10-31-2008;9-5-12 21:24
LPPR;2008;10;2393;3050;421;0;2629;0;10-30-2008;9-5-12 21:24
LPPT;2008;10;6049;3261;3261;0;0;0;10-30-2008;9-5-12 21:24
LROP;2008;10;3491;0;0;0;0;0;;
LSGG;2008;10;7127;6197;3991;460;1746;0;10-30-2008;9-5-12 21:24
LSZH;2008;10;11354;24013;11735;672;9501;2105;10-31-2008;9-5-12 21:24
LZIB;2008;10;1216;0;0;0;0;0;;
EBBR;2008;11;9253;16672;3176;0;12724;772;11-24-2008;9-5-12 21:30
EDDB;2008;11;2641;0;0;0;0;0;;
EDDF;2008;11;19349;75115;6107;0;69008;0;11-30-2008;9-5-12 21:31
EDDH;2008;11;6118;3596;3422;0;174;0;11-20-2008;9-5-12 21:29
